ID,Marca temporal,Autorizo,SEXO,GÉNERO,TERRITORIO O ZONA RESIDENCIA,MACROZONA,AÑO DE NACIMIENTO,ACTIVIDAD PRINCIPAL,TIPO DE INSTITUCIÓN DE DESEMPEÑO PRINCIPAL,ÁREA DE DESEMPEÑO I (OPCIONAL),ÁREA DE DESEMPEÑO II (OPCIONAL),P1 TRANSCRIPCIÓN: ¿Por qué cree ud. que Chile necesita una política de igualdad de género en CTCI?,P1 TOTAL_Sí cree que Chile necesita una política de género,P1 TOTAL_No cree que Chile necesita una política de género,P1 TOTAL_No sabe si Chile necesita una política de género,"P1 Sí, Otros",P1 Desarrollo,P1 Es un aporte a la generación de conocimiento,P1 Hombres y mujeres deben tener mismas oportunidades,P1 Falta inserción femenina,P1 Porque existe desigualdad de género,P1 Se necesita diversidad de género,P1 Para eliminar las brechas de género,P1 Generará mayor equidad,P1 Iría en beneficio de la sociedad,"P1 No, Otros",P1 Diferencia en accesos a estudios superiores,P1 No se necesita una política de igualdad de género,P1 Es ofensivo para las mujeres,P1 No sé,"P2 TRANSCRIPCIÓN: ¿Qué medidas cree usted que garantizan el acceso, el desarrollo y el liderazgo de mujeres en el sistema CTCI?",P2 Oportunidades para niñas y jóvenes,P2 Apoyo en roles femineizados,P2 Paridad / igualdad,P2 Potenciar desde la educación,P2 Derribar estereotipos,P2 Incorporar una perspectiva de género a más ámbitos,P2 Promover participación de mujeres en ciencias/investigación,P2 Cupos / cuotas de género / acciones afirmativas,P2 Transformar la cultura alrededor del género,P2 Proteger el ambiente laboral,P2 Evaluación ciega y transparente,"P3 TRANSCRIPCIÓN: Respecto al Eje 2, ¿de qué manera se podría incorporar la perspectiva de género en su disciplina o área de desempeño?",P3 Estudiar temas de género,P3 Potenciar desde la educación,P3 Promover participación de mujeres en ciencias e Investigación,P3 Paridad / igualdad,P3 Incorporar una perspectiva de género,P3 Reconocer y disminuir la brecha de género,P3 Fomentar la participación femenina a través de la formulación y evaluación de proyectos,P3 Reconocer la historia de la temática de género en la ciencia,P3 La investigación no debe estar ligada al género,P3 No aplica en mi disciplina,"P4 TRANSCRIPCIÓN: Teniendo en cuenta el Eje 3, ¿qué acciones debería adoptar su institución  y otras instituciones del sistema de CTCI  para garantizar una  política de igualdad de género efectiva?",P4 Apoyo en roles femineizados,P4 Paridad / igualdad,P4 Promover liderazgos femeninos,P4 Potenciar desde la educación,P4 Estudiar temas de género,P4 Cupos / cuotas de género,P4 Combatir la discriminación y violencia de género,P4 Promover participación de mujeres en ciencias/Investigación,P4 La investigación no debe estar ligada al género,P4 Evaluación ciega y transparente
644,1/8/2021 23:26:58,"Sí, autorizo.",Mujer,Femenino,X de Los Lagos,Sur,1972,Funcionaria municipal honorarios,Institución Pública no relacionada con CTCI,Ciencias Sociales,,"Es importante y necesaria que esté presente la visión de las mujeres, disidentes yLgbtiq+",TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Igualdad  equidad y enfoque de genero,-,-,TRUE,-,-,-,-,-,-,-,-,Investigaciones  estudios y mas recursos destinados ,TRUE,-,TRUE,-,-,-,-,-,-,-,Politicas comunales  regionales y nacionales ,-,-,-,-,-,-,-,-,-,-
645,1/8/2021 23:38:56,"Sí, autorizo.",Mujer,Femenino,V de Valparaíso,Centro,1978,Monitora contra la violencia de género ,Independiente,Humanidades y Artes,Cultura tradicional ,Porque hay mujeres realmente capacitadas y con las competencias necesarias para hacerlo. ,TRUE,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Llamados a concursos con cuota de participacion ,-,-,-,-,-,-,TRUE,TRUE,-,-,-,Mayor aporte y compromiso del Estado con las areas artisticas no clasificadas ,-,-,-,-,-,-,-,-,-,-,Mayor visibilidad del trabajo que se realiza,-,-,-,-,-,-,-,-,-,-
646,1/8/2021 23:47:36,"Sí, autorizo.",Hombre,Masculino,I de Tarapacá,Norte,1985,"Estudiante, educación técnica-profesional",Instituto Profesional o Centro de Formación Técnica,Ingeniería y Tecnología,Logística,Si,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Estimulo para que las niñas tengan gusto por las matematicas y las ciencias ,TRUE,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,Disponer de estadisticas sobre caracteristicas de las estudiantes que incorpore numero de matriculas em las carreras  caracteristicas familiares  etc ,-,-,-,-,-,-,-,-,-,-
647,1/9/2021 2:09:15,"Sí, autorizo.",Hombre,Masculino,XII de Magallanes,Austral,1971,Gestión pública de la I+D,Instituto Profesional o Centro de Formación Técnica,Ingeniería y Tecnología,administración,no se necesita.,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,TRUE,debe ser por capacidades,-,-,-,-,-,-,-,-,-,-,TRUE,hombre o mujer,-,-,-,-,-,-,-,-,-,-,se debe pagar lo mismo por la misma tarea que realiza un hombre o mujer,-,-,-,-,-,-,-,-,-,-
648,1/9/2021 8:10:17,"Sí, autorizo.",Mujer,Femenino,XVI de Ñuble,Centro Sur,1976,Investigación y desarrollo (I+D),Universidad,Ciencias Agrícolas,Alimentos ,Para disminuir la brecha histórica y para que no haya discriminación de género ,TRUE,-,-,-,-,-,-,-,TRUE,-,TRUE,-,-,-,-,-,-,-,1.1,-,-,-,-,-,-,-,-,-,-,-,2.2,-,-,-,-,-,-,-,-,-,-,3.2,-,-,-,-,-,-,-,-,-,-
649,1/9/2021 8:48:30,"Sí, autorizo.",Mujer,Femenino,X de Los Lagos,Sur,1972,Docente,Institución de educación escolar o pre-escolar,Humanidades y Artes,,Para lograr paridad de género en esta área y poner el valor el aporte de las mujeres en ciencia y tecnología.,TRUE,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Si,-,-,-,-,-,-,-,-,-,-,-,Otorgando cargos de liderazgo a mas mujeres  creando una comision comunal de mujeres por la educacion  modificando textos de estudio  paridad en la contratacion de personal  ,-,TRUE,TRUE,TRUE,-,-,-,-,-,-,Revision de protocolos que incorporen igualdad de genero ,-,TRUE,-,-,-,-,-,-,-,-
650,1/9/2021 9:24:52,"Sí, autorizo.",Mujer,Femenino,Metropolitana,RM,1972,Asesora Legislativa,Organismo Gubernamental,Ciencias Sociales,,El avance de los tiempos.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Participacion Ciudadana ,-,-,-,-,-,-,TRUE,-,-,-,-,Mayores tematicas de interes,-,-,-,-,-,-,-,-,-,-,El Estado ha entendido el avance de los tiempos y la necesidad de contemplar temas news como genero y otros ,-,-,-,-,-,-,-,-,-,-
651,1/9/2021 9:32:15,"Sí, autorizo.",Mujer,Femenino,VI de O'Higgins,Centro Sur,1969,Abogada,Independiente,Ciencias Sociales,Abogada,Para controlar y disminuir la discriminación,TRUE,-,-,-,-,-,-,-,TRUE,-,TRUE,-,-,-,-,-,-,-,Q ellas puedan trabajar sabiendo q sus hijos y hogares esta  bien,-,TRUE,-,-,-,-,-,-,-,-,-,No diferenciar honorarios o sueldos segun sexo,-,-,-,-,-,-,-,-,-,-,Dar tranquilidad a la mujer q hijos y hogar estan bien mientras ella trabaja  sala cuna  escuelas  bonos p contratar ayuda en casa ,TRUE,-,-,TRUE,-,-,-,-,-,-
652,1/9/2021 10:07:58,"Sí, autorizo.",Mujer,Femenino,XI de Aysén,Austral,1966,Investigación y desarrollo (I+D),Centro de I+D+i,Ciencias Sociales,Turismo y ocio,"Porque los avances de la ciencia y los conocimientos benefician y requieren un enfoque  integral que considera las perspectivas femeninas y masculinas. Actualmente, como resultado de cosmovisiones  dominantes y anticuadas, la perspectiva de CTCI en Chile, y en muchos  países del mundo, es en gran medida masculino, y una manera de abordar esta falencia es a través de igualdad de género. Una política para abordar este des balance puede servir como un importante catalizador para asistir a la sociedad en avanzar hacia un nuevo paradigma, y un conocimiento más holistico.",TRUE,-,-,-,-,TRUE,-,-,-,-,-,-,TRUE,-,-,-,-,-,1  Creo que debemos comenzar con acciones orientadas a la educacion basica  incluso en los jardines infantiles y es necesario tener una colaboracion entre el Ministerio de Ciencias y el Ministerio de Educacion  Intervenciones  a traves del Programa Explora pueden ofrecer unas oportunidades importantes para avanzar  2  Debemos mejorar los sistemas de alerta y denuncia para que las victimas se sientan protegidas cuando sus derechos sean vulnerados   Debemos crear las condiciones necesarias para que tod@s puedan sentirse seguros   para tomar acciones acordes a sanar las situaciones sin riesgos futuros  3  Debemos facilitar procesos y situaciones que permitan a mas mujeres a perfeccionar sus capacidades de liderazgo  a traves de programas y condiciones orientadas a reconocer y abordar sus distintos roles y necesidades ,TRUE,TRUE,-,TRUE,-,-,TRUE,-,-,-,TRUE,Actualmente incluimos consideraciones de genero en las investigaciones que realizamos  y en la manera en que diseñamos metodologia  instrumentos  y materiales de difusion y transferencia  Sin embargo  podemos dar un mayor enfasis a estas consideraciones y podemos profundizar y desarrollar nuestros conocimientos teoricos relacionados ,-,TRUE,-,-,-,-,-,-,-,-,1  Debemos evaluar nuestro estado actual en terminos de igualdad de genero para identificar necesidades y brechas  2  Debemos desarrollar un plan para abordar las brechas y evolucionar nuestras competencias y capacidades  3  Debemos dedicar recursos a la implementacion y realizacion del plan  4  Debemos medir avances y adaptar los planes acordes a la evolucion ,-,TRUE,-,TRUE,-,-,-,TRUE,-,TRUE
653,1/9/2021 10:11:34,"Sí, autorizo.",Mujer,Femenino,I de Tarapacá,Norte,1977,"Estudiante, educación técnica-profesional, Estoy en una Agrupacion participando de TEA. APANDIA ",Independiente,Humanidades y Artes,Apoyar a Mujeres TEA,"Muy necesaria , ya es hora por la época que vivimos entre hombres y mujeres ( más cuando hay  una condición de TEA, (Trastorno del Expectro Autista).  el hoy en las circuncias de vida que tiene la mujeres a tener un crecimiento personal. ",TRUE,-,-,-,-,-,TRUE,-,-,TRUE,-,-,-,-,-,-,-,-,A no la violencia de genero    igualdad de oportunidades y no la discriminacion por ser una mujer con TEA y  se pueda desarrollar como persona ante un Sociedad  discriminatoria le falta mucho la aceptacion y asi conseguir un cambio Asia un futuro mejor a las Mujeres  ,-,-,TRUE,-,-,-,-,-,-,-,-,Incorporar y construir el desarrollo de una investigacion mas amplia en tener la oportunidad de crear espacios fisicos  dandole la oportunidad de desarrollarse en especial a las Mujeres TEA   que no la visualizan,-,-,-,-,-,-,-,-,-,-,Es crear las Herramientas necesarias para despues lograr el buen diseño con todos los pasos a seguir pero sea fiscalizado y bien organizado con coordinadores competentes no dejando en manos que no tengan la capacidad y eficiencia   al contrario que sean capaces de mantener los buenos resultados y mas a un crecimiento del desarrollo y en el tiempo   para las Mujeres ,-,-,-,-,-,-,-,-,-,TRUE
654,1/9/2021 10:53:23,"Sí, autorizo.",Mujer,Femenino,X de Los Lagos,Sur,1971,Mujer indigena ,Educación ,Humanidades y Artes, enseñar mi cultura,"Por los derechos de cada uno, sin discriminación ",TRUE,-,-,-,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,Ser iguales  somos capaces de ser buenos lideres para plantear nuestras propuestas de los derechos e ideales a favor de los demas  ,-,-,-,-,-,-,-,-,-,-,TRUE,Capacitando ,-,-,-,-,-,-,-,-,-,-,Asesorando y conversando con todas las instituciones involucradas  ,-,-,-,-,-,-,-,-,-,-
655,1/9/2021 11:15:09,"Sí, autorizo.",Hombre,Masculino,Metropolitana,RM,1966,"Investigación y desarrollo (I+D), Académico",Universidad,Ciencias Sociales,Ciencia Política,Por la fuerte brecha que existe,TRUE,-,-,-,-,-,-,-,TRUE,-,TRUE,-,-,-,-,-,-,-,medidas de accion afirmativa,-,-,-,-,-,-,-,-,-,-,-,Establecer programas de investigacion sobre tema  fondos concursables ,TRUE,-,-,-,-,-,-,-,-,-,Medidas de accion afirmativa  fondos concursables  institucionalidad de genero,-,-,-,-,-,-,-,-,-,-
656,1/9/2021 13:32:58,"Sí, autorizo.",Mujer,Femenino,VI de O'Higgins,Centro Sur,1959,Jefe de UTP y Profesor de Estado en Química y Ciencias,Institución de educación escolar o pre-escolar,Ciencias Naturales y Exactas,UTP ESCUELA,Porque las mujeres somos tan capacez como los hombres de desarrollar investigación y tecnologia,TRUE,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Educando desde sala cuna hasta la educacion superior creando conciencia de equidad genero y estableciendo igualdad de oportunidades para todos,TRUE,TRUE,TRUE,TRUE,-,-,-,-,-,-,-,"Educando a mis estudiantes  apoderados y personal a traves de talleres con la tematica de equidad de genero 
En el ambito de la ciencia y tecnologia  fortaleciendo a los colegios de Ed  Basica con implementacion y capacitaciones",-,TRUE,-,TRUE,-,-,-,-,-,-,Estamos implementando talleres cientificos y de robotica ,-,-,-,-,-,-,-,-,-,-
657,1/9/2021 14:05:46,"Sí, autorizo.",Prefiero no responder,Unicornio,V de Valparaíso,Centro,1920,"Estudiante de posgrado  (doctorado, magíster o equivalente conducente a grado académico), Asuntos de unicornio ",O.C.U. (Organización Central de Unicornios) ,No responde,,No la necesita,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,TRUE,-,-,Ehh  como que asumieron la respuesta anterior  Mal ahi el que hizo la encuesta  Como unicornio esto  Me violenta  ,-,-,-,-,-,-,-,-,-,-,-,idem,-,-,-,-,-,-,-,-,-,-,Zzz,-,-,-,-,-,-,-,-,-,-
658,1/9/2021 14:07:18,"Sí, autorizo.",Mujer,Femenino,Metropolitana,RM,1978,Ingeniería Comercial,Empresa privada,Ingeniería y Tecnología,Control de Gestión,Debido a la desigualdad en salarios a mismo cargo que afecta a mujeres,TRUE,-,-,-,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,La obligacion por ley de un porcentaje minimo de mujeres  El cambio cultural es importante en paralelo pero demorara decadas en una sociedad como la nuestra,-,-,-,-,-,-,-,-,TRUE,-,-,Con planes anuales de seguimiento mensual o trimestral respecto a temas de genero  Evaluando constantemente los avances en la disminucion de la brecha de genero,-,-,-,-,-,TRUE,-,-,-,-,La cuota minima de mujeres en diferentes cargos  especialmente de responsabilidad o investigacion,-,-,TRUE,-,-,TRUE,-,TRUE,-,-
659,1/9/2021 17:18:12,"Sí, autorizo.",Mujer,Femenino,XVI de Ñuble,Centro Sur,1998,"Estudiante, educación universitaria pregrado",Universidad,Ciencias Naturales y Exactas,Geofísica,"Porque no debería existir discriminación de ningún tipo (ya sea salarial, o por el acceso a puestos directivos, etc) por solo el hecho de pertenecer al género femenino. Me parece injusto, dado que tanto hombres como mujeres tenemos los mismos derechos y deberes. Además Chile, aún es un país machista, y por más que una mujer destaque, solo por el hecho de ser mujer, es mirada en menos. A muchas de las mujeres universitarias les ha pasado que sus compañeros hombres en vez de preguntarles a ellas, le preguntan a otros compañeros hombres, y eso solo demuestra un pensamiento patriarcal. Otro punto importante es la diferencia entre el personal docente por ejemplo en Universidades, sobre todo en carreras científicas, donde cada 10 hombres hay 1,2 o a lo más 3 mujeres haciendo investigación-Docencia. También es necesario una política de igualdad de género, para que las niñas de hoy no tengan que pasar por todas las injusticias que hemos pasado nosotras, porque yo al igual que todas las mujeres podemos hacer lo mismo y aveces mejor que el compañero que esta al lado. Es por estos ejemplos (y existen muchos más) que se necesita de manera urgente una política de igualdad de género, porque es absurdo que solo por nacer mujer tengas que vivir en un país lleno de brechas e injusticias. ",TRUE,-,-,-,-,TRUE,-,-,TRUE,-,TRUE,TRUE,-,-,-,-,-,-,"Hay muchos problemas que se pueden solucionar desde la raiz  por ejemplo  fomentando talleres  para niños y niñas  asegurando el 50% de los cupos para mujeres  y no olvidarse de los colegios que se encuentran en sectores rurales  o en pueblos pequeños  ya que la desinformacion es muy alta  y no es porque ellos no quieran aprender  sino que simplemente no se cuenta con acceso a la informacion  ademas se podria agregar algun curso obligatorio de 1ro basico a 4to medio que les enseñe sobre la igualdad de genero  dado que muchos pensamientos y actitudes discriminatorias  suelen ser adquiridas en casa   En cuanto al tema laboral  existen paises donde se ha ilegalizado la brecha salarial  en Chile se podria realizar el mismo ejemplo  Tambien exigir una cuota de genero  por ejemplo  en juntas empresariales  asegurando asi un porcentaje de mujeres  Y  por sobre todo  sancionar a aquellas instituciones donde exista discriminacion  violencia y sesgo de genero  sin importar quien sea el dueño  dado que en Chile se suelen tapar aquellos errores  por no decirlo de alguna manera vulgar  cometidos por personas que poseen dinero  mientras que aquellos que son de la clase media baja son los que siempre se llevan la peor parte  Finalizando  me gustaria agregar  que el sistema judicial en Chile es HORRIBLE    y mientras no se tomen medidas judiciales serias en la brecha de genero todo se mantendra igual 


PD  para que hablar sobre la violencia intrafamiliar  o sobre los femicidios  porque nunca tienen pruebas suficientes o los tipos se portan bien en la carcel y salen libre en un par de años y vuelven a cometer las mismas atrocidades 

",TRUE,-,TRUE,TRUE,-,-,-,TRUE,-,-,-,"Exigiendo cuota de genero  Soy estudiante de una carrera cientifica  y en el departamento en el que estudio solo hay 2 mujeres realizando investigacion y docencia  mientras que hombres son alrededor de 10  En otras carreras de la facultad solo se cuentan con una mujer    Ademas  lamentablemente en Chile existe el famoso  pituto   lo que dificulta mucho acceder a los empleos 

Algunas ideas que podrian servir para visibilizar al genero en mi area es  informar sobre la cantidad de mujeres que nos dedicamos a realizar ciencia  mostrar nuestros logros  para que asi  las personas se den cuenta que cada vez somo mas  que se puede  y que a pesar de vivir en un Pais que lamentablemente nos pone barreras solo por ser mujeres  somos capaces de lograr todo lo que nos proponemos ",-,-,TRUE,TRUE,-,-,-,TRUE,-,-,Contratando mas mujeres  Ademas se pueden ir rotando aquellos puestos directivos  considerando tambien a mujeres  Exigir que tanto hombres como mujeres hayan realizado algun curso sobre brecha de genero  para asi ir concientizando a la poblacion sobre estos temas ,-,-,-,-,-,-,-,-,-,-
660,1/9/2021 18:16:16,"Sí, autorizo.",Mujer,Femenino,V de Valparaíso,Centro,1973,"Estudiante, educación técnica-profesional",Instituto Profesional o Centro de Formación Técnica,Humanidades y Artes,Historia,Avance y evolucion,TRUE,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Vocacion e inteligencia,-,-,-,-,-,-,-,-,-,-,-,Estudiando y llevando a ejecucion transversal,-,-,-,-,-,-,-,-,-,-,Profesionales aptos,-,-,-,-,-,-,-,-,-,-
661,1/9/2021 18:59:17,"Sí, autorizo.",Mujer,Femenino,Metropolitana,RM,2000,"Estudiante, educación universitaria pregrado",Universidad,Ingeniería y Tecnología,,"Como país tenemos un alto potencial en recursos renovables que usándolos de forma correcta y responsable podemos llevar a cabo grandes proyectos, desarrollar conocimientos y poner en practica la innovación y ciencias",TRUE,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,cambiar las politicas nacionales respecto a las mujeres dado que las empresas organizaciones  no van a cambiar sus reglas o estandares a menos que sea una ley e involucre una sancion de por medio   ,-,-,-,-,-,-,-,-,-,-,-,Por un inicio  se debe hacer un cambio desde las bases haciendo que l@s niñ@s y ampliar las perspectivas de los adultos sobre lo que se cree que pueden hacer hombres y mujeres,-,-,-,-,TRUE,-,-,-,-,-,Primero se debe analizar cuales son los problemas que se pueden visualizar y buscarles soluciones  luego se debe hacer una consulta ciudadana para tener otra vision de quienes se ven inmersos en el conflicto y ver sus propuestas al respecto  despues hacer una evaluacion de las ideas y soluciones llevandolas al plano real  ver el grado de aceptacion la poblacion y hacer un catastro de ellas para llevarlas a politicas nacionales  ,-,-,-,-,-,-,-,-,-,-
662,1/9/2021 19:07:02,"Sí, autorizo.",Mujer,Femenino,Metropolitana,RM,1963,"Estudiante, educación técnica-profesional",Institución de educación escolar o pre-escolar,Humanidades y Artes,Educacion ,Tiene politicas nacionales e internacionales.NO SE RESPETA NI CONTROLA,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,TRUE,Que funcionen las leyes existentes,-,-,-,-,-,-,-,-,-,-,-,No discriminando  por fisico  eleccion ropa  nacionalidad  religion  opcion sexual   por corte de pelo  eleccion deportes  ,-,-,-,TRUE,-,-,-,-,-,-,Respeto a la persona  educar con igualdad de oportunidades,-,TRUE,-,TRUE,-,-,-,-,-,-
663,1/9/2021 22:00:29,"Sí, autorizo.",Prefiero no responder,Prefiero no responder,IX la Araucanía,Sur,1984,Administración empresa de ingeniería electrónica ,No aplica,Ingeniería y Tecnología,,Por integración igualitaria considerando las capacidades de las personas sin juzgar por sexo ni pensamiento personal el cual no denota los méritos personales,TRUE,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Las medidas deberian venir desde la mas primaria educacion  fomentando desde temprana edad los talentos y habilidades innatas  en el area de las ciencias y la tecnologia   Se debe cambiar la forma de enseñar y valorar a las personas  sin condicionarlas por el sexo u orientacion  Mayor inclusion de todos los individuos en la sociedad haran que esta misma sea una mejor version de ella  ,-,-,-,TRUE,-,-,-,-,-,-,-,Dejando de mirarnos el genero y viendo mas las capacidades de los individuos y sus aportes y o posibles aportes  en las ciencias  tecnologia o investigacion  a la sociedad ,-,-,-,-,-,-,-,-,-,-,Capacitando a su personal en estas areas  esto para las empresas y el estado fomentando estas capacitaciones  hoy dando prioridad a mujeres y generando las condiciones para ello  aportando a las instituciones  empresas  etc   considerando que las ciencias y tecnologia avanzan a pasos agigantados  y viendo lo atrasados que estamos a nivel mundial respecto nivel pais,-,-,-,TRUE,-,-,-,-,-,TRUE
